"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",274,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",251,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",287,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",270,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",278,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",309,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",256,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",265,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17019","","Champaign County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",280,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1408,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1380,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1454,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1429,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1462,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1402,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1433,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1384,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1383,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1483,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1478,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1417,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1479,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1428,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1482,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1470,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1453,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1525,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1468,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1385,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1489,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17043","","DuPage County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1522,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",551,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",573,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",602,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",614,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",637,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",589,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",597,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",636,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",605,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",668,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",667,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",701,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",721,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",711,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",728,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",784,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",699,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",742,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",787,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",763,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",773,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17089","","Kane County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",834,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",73,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",89,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",91,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",84,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",83,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",110,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",100,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",100,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",114,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",93,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",109,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",122,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",128,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",138,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",144,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",141,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",154,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",143,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",143,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",145,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",167,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17093","","Kendall County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",160,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",969,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",954,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",933,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",973,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",985,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",973,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1005,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1017,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1053,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1034,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1016,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1013,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1012,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1141,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1046,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1040,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1097,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1174,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1166,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1149,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1106,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17097","","Lake County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",1112,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",391,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",396,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",410,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",429,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",446,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",441,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",428,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",501,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",493,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",465,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",472,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",507,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",492,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",530,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",510,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",494,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",482,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",531,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/17111","","McHenry County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",538,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
