"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",310,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",316,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",321,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",330,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",302,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",339,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",304,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",344,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",330,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",352,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",372,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",333,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",361,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",382,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",338,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",368,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",366,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",369,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",364,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18039","","Elkhart County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",370,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",195,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",217,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",241,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",241,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",207,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",261,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",248,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",282,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",281,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",301,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",315,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",331,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",340,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",343,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",305,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",394,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",337,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",368,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",387,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",399,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",422,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18057","","Hamilton County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",439,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",97,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",106,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",87,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",93,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",101,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",111,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",117,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",134,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",108,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",140,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",129,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",128,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",140,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",141,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",161,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",138,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",167,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",149,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",152,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",142,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",137,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18059","","Hancock County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",153,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",175,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",164,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",168,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",180,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",203,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",187,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",206,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",187,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",212,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",211,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",223,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",230,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",220,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",240,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",241,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",273,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",267,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",277,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",251,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2018","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",263,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2019","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",282,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18063","","Hendricks County","Count_Death_Neoplasms","2020","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",293,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","1999","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",222,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2000","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",219,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2001","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",207,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2002","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",217,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2003","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",208,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2004","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",225,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2005","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",239,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2006","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",251,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2007","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",220,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2008","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",246,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2009","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",230,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2010","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",244,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2011","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",250,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2012","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",246,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2013","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",242,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2014","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",289,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2015","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",281,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2016","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",276,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
"geoId/18081","","Johnson County","Count_Death_Neoplasms","2017","CDC_Mortality_UnderlyingCause","https://wonder.cdc.gov/ucd-icd10.html","","","",269,"Deaths From Neoplasms (Tumors or Abnormal Growths)"
